# AiPinyin 词典 — 自动生成，请勿手动编辑
# 格式: 拼音,汉字,权重
# 共 47622 条
guanshangyu,观赏鱼,60
guansai,观赛,100
guanguozhiren,观过知仁,60
guanzhen,观阵,100
guanyufansan,观隅反三,60
guanyin,观音,100
guanyintu,观音土,60
guanyinzhu,观音竹,60
guanfeng,观风,100
guanfengchasu,观风察俗,60
guihua,规划,100
guitianjudi,规天矩地,60
guidingdongzuo,规定动作,60
guixuanjushe,规旋矩折,60
guimo,规模,100
guimohua,规模化,60
guizheng,规正,100
guiqiuwudu,规求无度,60
guiju,规矩,100
guiyue,规约,100
guifanhua,规范化,60
guixingjuzhi,规行矩止,60
guixingjubu,规行矩步,60
guichongjudie,规重矩叠,60
guizhongjudie,规重矩迭,60
mishi,觅食,100
shidanrulv,视丹如绿,60
shiweierxi,视为儿戏,60
shiweikouchou,视为寇雠,60
shiweiweitu,视为畏途,60
shiweizhiji,视为知己,60
shitongyilv,视同一律,60
shitongerxi,视同儿戏,60
shitonggongbi,视同拱璧,60
shitongqinyue,视同秦越,60
shitongluren,视同路人,60
shitongmolu,视同陌路,60
shichang,视唱,100
shirutujie,视如土芥,60
shirukouchou,视如寇仇,60
shirucaojie,视如草芥,60
shicha,视差,100
shiweizhizhuo,视微知著,60
shisiruogui,视死若归,60
shisiruosheng,视死若生,60
shidian,视点,100
shierbujian,视而不见,60
shiruoerxi,视若儿戏,60
shiruowudu,视若无睹,60
shiruoluren,视若路人,60
shijue,视觉,100
shijiao,视角,100
shiyuanbugao,视远步高,60
shixianruoyi,视险若夷,60
lanwenbianjian,览闻辩见,60
juerenjueshi,觉人觉世,60
juecha,觉察,100
juede,觉得,100
juewu,觉悟,100
juexing,觉醒,100
jinjian,觐见,100
jueli,角力,100
jiaodongliang,角动量,60
jiaohua,角化,100
jiaozi,角子,100
jiaochi,角尺,100
jiaojindonglu,角巾东路,60
jiaojinsidi,角巾私第,60
jiaodu,角度,100
jiaohufenmen,角户分门,60
juedou,角斗,100
jiaolou,角楼,100
jiaoqiu,角球,100
jiaopiao,角票,100
jiaolijiechu,角立杰出,60
jiaomo,角膜,100
jiaomoyan,角膜炎,60
juese,角色,100
jiaoluo,角落,100
jiaozhi,角质,100
juezhu,角逐,100
jiaosudu,角速度,60
jiaogang,角钢,100
jiaotie,角铁,100
jiaomen,角门,100
jiexia,解下,100
jieyan,解严,100
jiefa,解乏,100
jieshi,解事,100
jierennande,解人难得,60
jieren,解任,100
jieti,解体,100
jieyuan,解元,100
jiebingshijia,解兵释甲,60
jiejue,解决,100
jiedong,解冻,100
jiejianbaichou,解剑拜仇,60
jiepou,解剖,100
jiepouxue,解剖学,60
jiepoushi,解剖室,60
jiepoumaque,解剖麻雀,60
jiequan,解劝,100
jiewei,解危,100
jiefayangkuang,解发佯狂,60
jiexi,解吸,100
jiechao,解嘲,100
jienang,解囊,100
jienangxiangzhu,解囊相助,60
jiekun,解困,100
jiewei,解围,100
jietao,解套,100
jiemi,解密,100
jiechai,解差,100
jiekai,解开,100
jiexiangengzhang,解弦更张,60
jieyou,解忧,100
jiehen,解恨,100
jiewu,解悟,100
jiehuo,解惑,100
jiechou,解愁,100
jieshou,解手,100
jiekouer,解扣儿,60
jiefang,解放,100
jiefangjun,解放军,60
jiefangqu,解放区,60
jiefangzhanzheng,解放战争,60
jiefangxie,解放鞋,60
jiejiu,解救,100
jiesan,解散,100
xieshu,解数,100
jieshu,解暑,100
jiegou,解构,100
jiexi,解析,100
jiexijihe,解析几何,60
jiemeng,解梦,100
jiekuan,解款,100
jiedu,解毒,100
jiemindaoxuan,解民倒悬,60
jieqi,解气,100
xiechi,解池,100
xiefa,解法,100
jieke,解渴,100
jiere,解热,100
jiejia,解甲,100
jiejiaxiubing,解甲休兵,60
jiejiaxiushi,解甲休士,60
jiejiadaoge,解甲倒戈,60
jiejiaguitian,解甲归田,60
jiejiatouge,解甲投戈,60
jieyi,解疑,100
jieyishihuo,解疑释惑,60
jiema,解码,100
jiejin,解禁,100
jieli,解离,100
jieda,解答,100
jieyue,解约,100
jiefenpainan,解纷排难,60
jielan,解缆,100
jiezhi,解职,100
jiepin,解聘,100
jietuo,解脱,100
jieyao,解药,100
jieyibaohuo,解衣包火,60
jieyixiejia,解衣卸甲,60
jieyibaohuo,解衣抱火,60
jieyituishi,解衣推食,60
jieyipanpang,解衣槃磅,60
jieyipanpang,解衣盘磅,60
jieyipanbo,解衣盘礴,60
jieyipangbo,解衣磅礴,60
jieyibanbo,解衣般礴,60
jieyiyiren,解衣衣人,60
jiebiao,解表,100
jiejie,解解,100
jieshuo,解说,100
jieshuoci,解说词,60
jietiao,解调,100
jiemi,解谜,100
jieyun,解运,100
jiesong,解送,100
jieyu,解郁,100
jiejiu,解酒,100
jieshi,解释,100
jielingxiling,解铃系铃,60
jielinghaishixilingren,解铃还是系铃人,30
jielinghaixuxilingren,解铃还需系铃人,30
jielinghaixuxilingren,解铃还须系铃人,30
jielingxuyongxilingren,解铃须用系铃人,30
jiemen,解闷,100
jiechu,解除,100
jienan,解难,100
jiegu,解雇,100
jieyi,解颐,100
jieti,解题,100
jiee,解饿,100
jiechan,解馋,100
jiecantuishi,解骖推食,60
jienianqufu,解黏去缚,60
gongfanbujihusun,觥饭不及壶飧,30
chufa,触发,100
chufaqi,触发器,60
chudihaotian,触地号天,60
chuchujilai,触处机来,60
chushoukeji,触手可及,60
chudoumanzheng,触斗蛮争,60
chujingshangxin,触景伤心,60
chujingshanghuai,触景伤怀,60
chujingshangqing,触景伤情,60
chujingshengqing,触景生情,60
chujibianfa,触机便发,60
chuwuxinghuai,触物兴怀,60
chumuxingtan,触目兴叹,60
chushijuemu,触石决木,60
chuleipangtong,触类旁通,60
chuleierchang,触类而长,60
chujue,触觉,100
chujiao,触角,100
chulei,触雷,100
chumeitou,触霉头,60
yansanyusi,言三语四,60
yanbuerjia,言不二价,60
yanbujiyi,言不及义,60
yanbujixing,言不及行,60
yanbujinyi,言不尽意,60
yanbuyouzhong,言不由中,60
yanbuyouzhong,言不由衷,60
yanbudayi,言不达意,60
yanbudaiyi,言不逮意,60
yanbuguxing,言不顾行,60
yanyuxinwei,言与心违,60
yanzhong,言中,100
yanzhongshiyin,言中事隐,60
yanweixinsheng,言为心声,60
yanzhibuyu,言之不预,60
yanzhiyouxu,言之有序,60
yanzhiyouju,言之有据,60
yanzhiyougu,言之有故,60
yanzhiyouwu,言之有物,60
yanzhiyouli,言之有理,60
yanzhiyouli,言之有礼,60
yanzhiguozao,言之过早,60
yanzhiguoshen,言之过甚,60
yancongjiting,言从计听,60
yancongjina,言从计纳,60
yancongjixing,言从计行,60
yanchuan,言传,100
yanchuanshenjiao,言传身教,60
yanxinxingguo,言信行果,60
yanchuhuocong,言出祸从,60
yanfahuosui,言发祸随,60
yantingshixing,言听事行,60
yantingxingcong,言听行从,60
yantingjicong,言听计从,60
yantingjixing,言听计行,60
yanhe,言和,100
yanheyishun,言和意顺,60
yanduoshangxing,言多伤行,60
yanduoyushi,言多语失,60
yanchayucuo,言差语错,60
yanguiyuhao,言归于好,60
yanguihehao,言归和好,60
yanguizhengzhuan,言归正传,60
yanbiyouzhong,言必有中,60
yanbiyouju,言必有据,60
yanbiyouwu,言必有物,60
yanyangxingju,言扬行举,60
yantiqier,言提其耳,60
yanjiao,言教,100
yanwenxingyuan,言文行远,60
yanfangxingyuan,言方行圆,60
yanwubujin,言无不尽,60
yanwuerjia,言无二价,60
yanlaiyuqu,言来语去,60
yanqingxingzhuo,言清行浊,60
yanxiaobugou,言笑不苟,60
yanxiaoziruo,言笑自若,60
yanjianyishao,言简意少,60
yanyuezhiyuan,言约旨远,60
yanzhebuzhi,言者不知,60
yanzhefuzhi,言者弗知,60
yanerbuxin,言而不信,60
yanerwuxin,言而无信,60
yaneryouxin,言而有信,60
yanfangxingjie,言芳行洁,60
yanruoxuanhe,言若悬河,60
yanxing,言行,100
yanxingyizhi,言行一致,60
yanxingbuyi,言行不一,60
yanxingbufu,言行不符,60
yanxingbuer,言行不贰,60
yanxingxinguo,言行信果,60
yanxingbaoyi,言行抱一,60
yanxingxiangfu,言行相副,60
yanxingxiangbei,言行相悖,60
yanxingxiangfu,言行相符,60
yanxingxianggui,言行相诡,60
yanxingxianggu,言行相顾,60
yanxingruoyi,言行若一,60
yanxingjicong,言行计从,60
yanlun,言论,100
yanlunfengsheng,言论风生,60
yancikenqie,言词恳切,60
yanyu,言语,100
yanyumiaotianxia,言语妙天下,30
yanyulujue,言语路绝,60
yanyudaoduan,言语道断,60
yanshuo,言说,100
yanguoqishi,言过其实,60
yanjinyiyuan,言近意远,60
yanjinzhiyuan,言近指远,60
yanjinzhiyuan,言近旨远,60
yanzhong,言重,100
yanzhongjiuding,言重九鼎,60
yandianyudao,言颠语倒,60
yangaoyudi,言高语低,60
hongran,訇然,100
zhanyanzhanyu,詀言詀语,60
liyiweizhi,詈夷为跖,60
zhanyanqushuo,詹言曲说,60
yubujuekou,誉不绝口,60
yuwei,誉为,100
shibuliangli,誓不两立,60
shibubaxiu,誓不罢休,60
shitongshengsi,誓同生死,60
shitianduanfa,誓天断发,60
shisibuer,誓死不二,60
shisibuqu,誓死不屈,60
shisibuyu,誓死不渝,60
shisibuer,誓死不贰,60
shiyue,誓约,100
qingkai,謦欬,100
aoyajiequ,謷牙诘屈,60
jingfeipian,警匪片,60
jingweiyuan,警卫员,60
jingju,警句,100
jinghao,警号,100
jingyuan,警员,100
jingbeiqu,警备区,60
jingkuijuelong,警愦觉聋,60
jingfu,警服,100
jinggun,警棍,100
jingdeng,警灯,100
jingzhong,警种,100
jingji,警纪,100
jingjue,警觉,100
jingyu,警语,100
jingche,警车,100
jingzhang,警长,100
jingfeng,警风,100
piruo,譬若,100
jishangxintou,计上心头,60
jishangxinlai,计上心来,60
jibufangu,计不反顾,60
jibuxuankui,计不旋跬,60
jibuxuanzhong,计不旋踵,60
jibufangu,计不返顾,60
jifachengxun,计伐称勋,60
jichuwanquan,计出万全,60
jichuwansi,计出万死,60
jihua,计划,100
jihuadanlieshi,计划单列市,30
jigongxingfeng,计功行封,60
jigongxingshang,计功行赏,60
jigongbuguo,计功补过,60
jigongliangzui,计功量罪,60
jixunxingshang,计勋行赏,60
jihemoucong,计合谋从,60
jijianganchu,计将安出,60
jijinliqiong,计尽力穷,60
jixi,计息,100
jidoufucai,计斗负才,60
jiriyisi,计日以俟,60
jiriyidai,计日以待,60
jiriyiqi,计日以期,60
jirikedai,计日可待,60
jirikeqi,计日可期,60
jirizhiqi,计日指期,60
jiriersi,计日而俟,60
jirierdai,计日而待,60
jishenlvyuan,计深虑远,60
jiranzhishu,计然之术,60
jiyanxinsuan,计研心算,60
jichengbiao,计程表,60
jishui,计税,100
jiqionglijin,计穷力尽,60
jiqiongshipo,计穷势迫,60
jiqionglvjin,计穷虑尽,60
jisuanjibingdu,计算机病毒,30
jisuanjiwangluo,计算机网络,30
jichufangkui,计绌方匮,60
jixinglvyi,计行虑义,60
jixingyanting,计行言听,60
jiguozisong,计过自讼,60
jiliang,计量,100
dingdan,订单,100
dingzheng,订正,100
dingyue,订约,100
renwei,认为,100
renqin,认亲,100
renchouzuofu,认仇作父,60
renke,认可,100
rentong,认同,100
rentonggan,认同感,60
rentou,认头,100
rennuzuolang,认奴作郎,60
renyingweitou,认影为头,60
renyingmitou,认影迷头,60
rende,认得,100
rendizuofu,认敌作父,60
renzhi,认知,100
renzhikexue,认知科学,60
renshi,认识,100
renshilun,认识论,60
renfu,认负,100
renzeiweizi,认贼为子,60
renzeiweifu,认贼为父,60
renzeizuofu,认贼作父,60
jici,讥刺,100
jichao,讥嘲,100
jitan,讥弹,100
taoqin,讨亲,100
taojia,讨价,100
taojiahuanjia,讨价还价,60
taopianyi,讨便宜,60
taohao,讨好,100
taoejianbao,讨恶翦暴,60
taojiao,讨教,100
taoleizhiyuan,讨类知原,60
taoyao,讨要,100
taolun,讨论,100
taohuan,讨还,100
rangyu,让与,100
rangjia,让价,100
rangli,让利,100
shanyaxianke,讪牙闲嗑,60
qiqingjinyi,讫情尽意,60
xunling,训令,100
xuntiao,训条,100
xunlianyousu,训练有素,60
yibufangu,议不反顾,60
yijia,议价,100
yihui,议会,100
yihuizhi,议会制,60
yiyuan,议员,100
yihe,议和,100
yichang,议场,100
yierbujue,议而不决,60
yilun,议论,100
yilunwen,议论文,60
yilunfenyun,议论纷纭,60
yilunfenfen,议论纷纷,60
yilunfencuo,议论纷错,60
yilunyingfa,议论英发,60
yilunfengfa,议论风发,60
yilunfengsheng,议论风生,60
yizhang,议长,100
xunhao,讯号,100
jichou,记仇,100
jifen,记分,100
jifence,记分册,60
jigongwangguo,记功忘过,60
jihao,记号,100
jilupian,记录片,60
jide,记得,100
jishi,记时,100
jiyao,记要,100
jizai,记载,100
jiguo,记过,100
jiangjia,讲价,100
jiangjiaqian,讲价钱,60
jiangxinxiumu,讲信修睦,60
jianggulunjin,讲古论今,60
jiangtai,讲台,100
jianghe,讲和,100
jianghao,讲好,100
jiangshituan,讲师团,60
jiangqingmian,讲情面,60
jiangpaichang,讲排场,60
jiangshishuofei,讲是说非,60
jiangjingshuofa,讲经说法,60
jiangjie,讲解,100
jiangjieyuan,讲解员,60
huiebuquan,讳恶不悛,60
huishushuma,讳树数马,60
huimorushen,讳莫如深,60
huimogaoshen,讳莫高深,60
nekoushaoyan,讷口少言,60
neyanminxing,讷言敏行,60
xuxia,许下,100
xujiu,许久,100
xuqin,许亲,100
xuke,许可,100
xukezheng,许可证,60
xuduo,许多,100
xuhun,许婚,100
xuyuan,许愿,100
xuchang,许昌,100
xushi,许是,100
xunuo,许诺,100
xushen,许身,100
xupei,许配,100
eyichuane,讹以传讹,60
echuan,讹传,100
ewu,讹误,100
lunshizhiren,论世知人,60
lunzheng,论争,100
lunjiao,论交,100
lunjinshuogu,论今说古,60
lunjia,论价,100
lunlie,论列,100
lunlieshifei,论列是非,60
lunjian,论剑,100
lungongshoushang,论功受赏,60
lungongfengshang,论功封赏,60
lungongxingfeng,论功行封,60
lungongxingshang,论功行赏,60
lunqianlunwan,论千论万,60
lunji,论及,100
luntan,论坛,100
lunchu,论处,100
lundeshineng,论德使能,60
lunxindingzui,论心定罪,60
lunzhan,论战,100
lunju,论据,100
lundi,论敌,100
lunwen,论文,100
lunduan,论断,100
lundian,论点,100
lunli,论理,100
lunlixue,论理学,60
lunganjixin,论甘忌辛,60
lunduandaochang,论短道长,60
lunzui,论罪,100
lunzhu,论著,100
lunyifengsheng,论议风生,60
lunzheng,论证,100
lunzhenghui,论证会,60
lunyu,论语,100
lunshuo,论说,100
lunshuowen,论说文,60
lundiao,论调,100
lunzipaibei,论资排辈,60
lunbian,论辩,100
lunbianfengsheng,论辩风生,60
lunshu,论述,100
lundao,论道,100
lundaojingbang,论道经邦,60
lunchangshuoduan,论长说短,60
lunchangdaoduan,论长道短,60
lunnan,论难,100
lunji,论集,100
lunti,论题,100
lungaoguahe,论高寡合,60
lunhuangshubai,论黄数白,60
lunhuangshuhei,论黄数黑,60
songgun,讼棍,100
fengci,讽刺,100
fengduoyaogua,讽多要寡,60
sheka,设卡,100
shequantao,设圈套,60
shexinchulv,设心处虑,60
shedian,设点,100
sheruo,设若,100
sheshenchudi,设身处地,60
shezhang,设障,100
fangqinwenyou,访亲问友,60
fangyou,访友,100
fangcha,访查,100
fangwenxuezhe,访问学者,60
juebie,诀别,100
zhengquan,证券,100
zhengquanjiaoyisuo,证券交易所,30
zhengju,证据,100
zhengjuquezao,证据确凿,60
zhengmingren,证明人,60
zhengmingxin,证明信,60
zhengjian,证见,100
zhengguichengbie,证龟成鳖,60
hefodiwu,诃佛诋巫,60
hezi,诃子,100
pingjia,评价,100
pingzhuan,评传,100
pinggu,评估,100
pingfen,评分,100
pingpanyuan,评判员,60
pinggongbaihao,评功摆好,60
pingjuan,评卷,100
pingtoupinzu,评头品足,60
pingtoulunjiao,评头论脚,60
pingtoulunzu,评头论足,60
pingwei,评委,100
pingweihui,评委会,60
pingtan,评弹,100
pingxi,评戏,100
pingxi,评析,100
pingbiao,评标,100
pingpin,评聘,100
pinglun,评论,100
pinglunyuan,评论员,60
pinglunjia,评论家,60
pingyu,评语,100
pingshuo,评说,100
pingliang,评量,100
shierwuerbuzhishi,识二五而不知十,30
shibie,识别,100
shibiancongyi,识变从宜,60
shiduocaiguang,识多才广,60
shidati,识大体,60
shizi,识字,100
shiziban,识字班,60
shizizhishu,识字知书,60
shiweizhizhuo,识微知著,60
shiweijianji,识微见几,60
shiweijianyuan,识微见远,60
shicai,识才,100
shicaizunxian,识才尊贤,60
shiwenduanzi,识文断字,60
shiwentanzi,识文谈字,60
shishiwu,识时务,60
shishiwuzheweijunjie,识时务者为俊杰,30
shishidawu,识时达务,60
shishidabian,识时达变,60
shishitongbian,识时通变,60
shimingzhishen,识明智审,60
shitulaoma,识涂老马,60
shixiang,识相,100
shipo,识破,100
shilizhishu,识礼知书,60
shixiu,识羞,100
shijian,识见,100
shiji,识记,100
shihuo,识货,100
shiqu,识趣,100
shitulaoma,识途老马,60
zhayayanglong,诈哑佯聋,60
zhahu,诈唬,100
zhajianbuji,诈奸不及,60
zhachibudian,诈痴不颠,60
zhacheng,诈称,100
zhayu,诈语,100
zhaxiang,诈降,100
susongzhuang,诉讼状,60
sushuo,诉说,100
zhenduanshu,诊断书,60
zhenliaosuo,诊疗所,60
zhenmai,诊脉,100
zhoushangyixia,诌上抑下,60
cibudayi,词不达意,60
cibudaiyi,词不逮意,60
cibudaili,词不逮理,60
ciyanyizheng,词严义正,60
ciling,词令,100
cihuadianshan,词华典赡,60
ciju,词句,100
citou,词头,100
ciwei,词尾,100
ciwuzhiye,词无枝叶,60
ciqu,词曲,100
citiao,词条,100
cizhenglizhi,词正理直,60
cishenqieji,词甚切激,60
ciqionglijin,词穷理尽,60
ciyuezhiming,词约指明,60
ciyanyizheng,词言义正,60
ciyu,词语,100
cidiao,词调,100
qucunxinchi,诎寸信尺,60
quyaoraoguo,诎要桡腘,60
zhaoling,诏令,100
yizhipian,译制片,60
yiyuan,译员,100
yiyifeng,译意风,60
yizhu,译著,100
shiyang,试养,100
shijuan,试卷,100
shichang,试场,100
shishe,试射,100
shiji,试机,100
shipian,试片,100
shikan,试看,100
shizhong,试种,100
shiyingye,试营业,60
shixing,试行,100
shijiang,试讲,100
shidu,试读,100
shiche,试车,100
shijinshi,试金石,60
shizhongyouhua,诗中有画,60
shishufazhong,诗书发冢,60
shihui,诗会,100
shiti,诗体,100
shixing,诗兴,100
shikan,诗刊,100
shiju,诗句,100
shijiasanmei,诗家三昧,60
shilizhijia,诗礼之家,60
shilirenjia,诗礼人家,60
shilichuanjia,诗礼传家,60
shijie,诗节,100
shihang,诗行,100
shilun,诗论,100
shijiufengliu,诗酒风流,60
shifeng,诗风,100
jiqu,诘屈,100
jiquaoqiao,诘屈磝碻,60
jiquaoya,诘屈聱牙,60
jiequaoya,诘屈謷牙,60
jierongzhibing,诘戎治兵,60
jiequaoya,诘曲聱牙,60
jichao,诘朝,100
jiequaoya,诘诎聱牙,60
jieze,诘责,100
jiewen,诘问,100
jienan,诘难,100
chengxin,诚信,100
chengxinzhengyi,诚心正意,60
chengzhao,诚招,100
chengfu,诚服,100
chengpiao,诚朴,100
chengyao,诚邀,100
zhujinshajue,诛尽杀绝,60
zhuxinzhilun,诛心之论,60
zhubaotaoni,诛暴讨逆,60
zhuqiubuyi,诛求不已,60
zhuqiuwudu,诛求无度,60
huabutouji,话不投机,60
huabuxiangtou,话不相投,60
huabuxuchuan,话不虚传,60
huazhongyouhua,话中有话,60
huabie,话别,100
huawuyuan,话务员,60
huaxiazi,话匣子,60
huawaiyin,话外音,60
huatou,话头,100
huajiachang,话家常,60
huabaer,话把儿,60
huayanhuayu,话言话语,60
huayu,话语,100
huashuo,话说,100
hualidaici,话里带刺,60
hualiyouci,话里有刺,60
hualiyouhua,话里有话,60
hualicangjiu,话里藏阄,60
huachangshuoduan,话长说短,60
danwangbujing,诞妄不经,60
danhuanbujing,诞幻不经,60
danwangbujing,诞罔不经,60
danmanbujing,诞谩不经,60
gourubuwen,诟如不闻,60
gouguihutian,诟龟呼天,60
guiqi,诡奇,100
guixingqizhi,诡形奇制,60
guimi,诡秘,100
guimimoce,诡秘莫测,60
guicheng,诡称,100
guiyanfushuo,诡言浮说,60
guidanbujing,诡诞不经,60
xuncha,询查,100
xungenwendi,询根问底,60
xunmouqiantong,询谋佥同,60
xunmouzidu,询谋谘度,60
gaidang,该当,100
gaizhao,该着,100
xiangtu,详图,100
xiangbei,详备,100
xiangshi,详实,100
xiangmi,详密,100
xiangcha,详察,100
xiangjin,详尽,100
xiangxi,详悉,100
xiangqing,详情,100
xiangqingduli,详情度理,60
xiangming,详明,100
xiangxingbaidou,详星拜斗,60
xianglüe,详略,100
xiangxi,详细,100
xiangjie,详解,100
xiangtan,详谈,100
xiangshu,详述,100
hunhao,诨号,100
zhouzhangweihuan,诪张为幻,60
zhouzhangbianxuan,诪张变眩,60
wuliangweidao,诬良为盗,60
yubujingren,语不惊人,60
yubutouji,语不投机,60
yuyixue,语义学,60
yuyun,语云,100
yuti,语体,100
yutiwen,语体文,60
yuchuyuexie,语出月胁,60
yuzhuci,语助词,60
yuju,语句,100
yusiyansan,语四言三,60
yuse,语塞,100
yujing,语境,100
yusheng,语声,100
yumiaotianxia,语妙天下,60
yumiaojuelun,语妙绝伦,60
yuxu,语序,100
yulu,语录,100
yutai,语态,100
yuyi,语意,100
yugan,语感,100
yuwen,语文,100
yuzu,语族,100
yuwulunci,语无伦次,60
yuwuquanci,语无诠次,60
yuqi,语气,100
yuqici,语气词,60
yuhui,语汇,100
yufa,语法,100
yufaxue,语法学,60
yuyuan,语源,100
yuyuanxue,语源学,60
yuyanbuxiang,语焉不详,60
yubing,语病,100
yuduanqingchang,语短情长,60
yuzhong,语种,100
yuxiaoxuanhu,语笑喧呼,60
yuxiaoxuanhua,语笑喧哗,60
yuxiaoxuantian,语笑喧阗,60
yujianyigai,语简意赅,60
yuxi,语系,100
yusu,语素,100
yuyan,语言,100
yuyanguan,语言关,60
yuyanxue,语言学,60
yuyanwuwei,语言无味,60
yuci,语词,100
yudiao,语调,100
yujinzhiyuan,语近指远,60
yujincirong,语近词冗,60
yusu,语速,100
yuzhongxinchen,语重心沉,60
yuzhongxinchang,语重心长,60
yuzhongqingshen,语重情深,60
yuchangxinzhong,语长心重,60
yuyin,语音,100
yuyinxue,语音学,60
wurenzidi,误人子弟,60
wuyiwei,误以为,60
wuhui,误会,100
wuchuan,误传,100
wuzuofeiwei,误作非为,60
wuxin,误信,100
wuchang,误场,100
wucha,误差,100
wudawuzhuang,误打误撞,60
wuqi,误期,100
wucheng,误称,100
wujie,误解,100
wuren,误认,100
wuche,误车,100
wushi,误食,100
wucan,误餐,100
yougong,诱供,100
youfa,诱发,100
youye,诱掖,100
youyehoujin,诱掖后进,60
youyejiangquan,诱掖奖劝,60
youpo,诱迫,100
youxiang,诱降,100
huirenbujuan,诲人不倦,60
huirenbujuan,诲人不惓,60
kuangyu,诳语,100
shuoyibuer,说一不二,60
shuosandaosi,说三道四,60
shuobushang,说不上,60
shuobuchukou,说不出口,60
shuobuding,说不定,60
shuobude,说不得,60
shuobulai,说不来,60
shuobuqing,说不清,60
shuobuzhao,说不着,60
shuobuguoqu,说不过去,60
shuodongtanxi,说东谈西,60
shuodongdaoxi,说东道西,60
shuoshu,说书,100
shuoqin,说亲,100
shuoqindaore,说亲道热,60
shuojindaogu,说今道古,60
shuodaozuodao,说到做到,60
shuoqianshuowan,说千说万,60
shuoqiandaowan,说千道万,60
shuogutanjin,说古谈今,60
shuogudaojin,说古道今,60
shuohe,说合,100
shuohe,说和,100
shuoxiandaodan,说咸道淡,60
shuochang,说唱,100
shuochangwenxue,说唱文学,60
shuozui,说嘴,100
shuozuilangzhong,说嘴郎中,60
shuoditantian,说地谈天,60
shuodahua,说大话,60
shuotou,说头,100
shuotouer,说头儿,60
shuohao,说好,100
shuohaoxiandai,说好嫌歹,60
shuomei,说媒,100
shuoshizaide,说实在的,60
shuoshihua,说实话,60
shuoke,说客,100
shuokai,说开,100
shuodelai,说得来,60
shuodeguoqu,说得过去,60
shuoqing,说情,100
shuoxi,说戏,100
shuojiao,说教,100
shuowenjiezi,说文解字,60
shuoming,说明,100
shuomingshu,说明书,60
shuomingwen,说明文,60
shuoshi,说是,100
shuoshinongfei,说是弄非,60
shuoshitanfei,说是谈非,60
shuoshidaofei,说是道非,60
shuofu,说服,100
shuolaihuachang,说来话长,60
shuolaishuoqu,说来说去,60
shuomeizhike,说梅止渴,60
shuomenghua,说梦话,60
shuosi,说死,100
shuofa,说法,100
shuoqingchu,说清楚,60
shuopiaolianghua,说漂亮话,60
shuoli,说理,100
shuobai,说白,100
shuobaidaolv,说白道绿,60
shuobaidaohei,说白道黑,60
shuozhende,说真的,60
shuoxiahua,说瞎话,60
shuoduanlunchang,说短论长,60
shuoduandaochang,说短道长,60
shuopo,说破,100
shuochuan,说穿,100
shuoxiao,说笑,100
shuoxiaohua,说笑话,60
shuoci,说词,100
shuohua,说话,100
shuohuang,说谎,100
shuoqilai,说起来,60
shuoci,说辞,100
shuodao,说道,100
shuocuo,说错,100
shuochanglunduan,说长论短,60
shuochanghuaduan,说长话短,60
shuochangshuoduan,说长说短,60
shuochangdaoduan,说长道短,60
shuoxianhua,说闲话,60
shuoxiang,说项,100
shuohuangdaohei,说黄道黑,60
shuoheidaobai,说黑道白,60
songdu,诵读,100
qingbian,请便,100
qingjia,请假,100
qingjiangburujijiang,请将不如激将,30
qingtie,请帖,100
qingjiao,请教,100
qingziweishi,请自隗始,60
qingjian,请见,100
qingdiao,请调,100
qingxiang,请降,100
zhuqinliujuan,诸亲六眷,60
zhuqinhaoyou,诸亲好友,60
zhuhou,诸侯,100
zhuzibaijia,诸子百家,60
zhugongdiao,诸宫调,60
zhuemozuo,诸恶莫作,60
zhuyoucilei,诸有此类,60
zhuruocilei,诸若此类,60
zhuge,诸葛,100
zhugeliang,诸葛亮,60
nuomandidenglu,诺曼底登陆,30
dubusheshou,读不舍手,60
dushu,读书,100
dushusanyu,读书三余,60
dushusandao,读书三到,60
dushuren,读书人,60
dushujunzi,读书君子,60
dushudejian,读书得间,60
dushuzhongzi,读书种子,60
dushubiji,读书笔记,60
duhougan,读后感,60
dushu,读数,100
duben,读本,100
dufa,读法,100
duwu,读物,100
dupo,读破,100
dumiao,读秒,100
dujing,读经,100
duzhe,读者,100
duzhewenzhai,读者文摘,60
duruo,读若,100
duyin,读音,100
kejuan,课卷,100
kezuiliaoya,课嘴撩牙,60
keyueyan,课语讹言,60
kezhang,课长,100
kejian,课间,100
ketizu,课题组,60
weiguo,诿过,100
shuige,谁个,100
shuijia,谁家,100
sheide,谁的,100
sheidou,谁都,100
tiaosanhuosi,调三惑四,60
tiaosanwosi,调三斡四,60
tiaosanwosi,调三窝四,60
tiaosipinzhu,调丝品竹,60
tiaoren,调人,100
diaoling,调令,100
tiaojia,调价,100
diaoren,调任,100
tiaokan,调侃,100
diaozhi,调值,100
tiaoting,调停,100
tiaotingliangyong,调停两用,60
tiaoguang,调光,100
diaobingqianjiang,调兵遣将,60
tiaoyang,调养,100
tiaozhun,调准,100
diaohan,调函,100
tiaozhi,调制,100
tiaoji,调剂,100
diaodong,调动,100
tiaoyun,调匀,100
diaobao,调包,100
tiaoxie,调协,100
diaojuan,调卷,100
diaoqu,调取,100
diaohao,调号,100
tiaohe,调合,100
tiaowei,调味,100
tiaoweipin,调味品,60
tiaohe,调和,100
tiaoheyinyang,调和阴阳,60
tiaohedingnai,调和鼎鼐,60
tiaosuo,调唆,100
tiaochunnongshe,调唇弄舌,60
